,text
73,@逍遥45568：回复:看来一些喷者们不懂制造业！制造业最牛的是总装！它是综合技术！100万个零件安装一起！飞上天！最牛！不然你弄个发动机，买也行，再弄个轮子……当然得弄个方向盘！然后你再打着火！你可以试试！你就飞了……最后废了！灰尘！对了，对喷者可以弄个喷气发动机！废的快！哈哈哈
74,回复@稀土部队脑残粉:装逼的好像是你
75,回复@Hosesn:看来一些喷者们不懂制造业！制造业最牛的是总装！它是综合技术！100万个零件安装一起！飞上天！最牛！不然你弄个发动机，买也行，再弄个轮子……当然得弄个方向盘！然后你再打着火！你可以试试！你就飞了……最后废了！灰尘！对了，对喷者可以弄个喷气发动机！废的快！哈哈哈
76,重要部件不会做，关键核心技术没掌握！说到底还是组装而已，没必要大势炫耀。
77,回复@耶鲁学者:不只是空壳子
78,回复@范云-:不只是壳子
79,那到底是不是壳子呢
80,回复@Hosesn:你看来不懂制造业！制造业最牛的是总装！它是综合技术！100万个零件安装一起！飞上天！最牛！不然你弄个发动机，买也行，再弄个轮子……当然得弄个方向盘！然后你再打着火！你可以试试！你就飞了……最后废了！灰尘！对了，对喷者可以弄个喷气发动机！哈哈哈
81,回复@敬爱有仇:你第二句话是什么？碳纤维的你搞笑吧？这句话不是修饰你前一句里面的壳子么？我只是想说它不是碳纤维的。而且，这个壳子并不像你想的那样有技术含量，虽然第一个壳子造出来可喜可贺，但不可否认的是它在如今世界航空工业上来讲并不具有什么技术含量。
82,回复@耶鲁学者:说的好
83,持续推进国产化的前提一定是要能够保障乘客人身安全及搭乘感受。
84,想起当年的龙芯
85,回复@黎离罹璃狸:难得是把核武丢出去的技术
86,回复@散发萬丈光芒的男人:首先，我拆东西都能装回去其次，飞机比核武难多了，你看看人家朝鲜都能研究核武，可是有听说有哪些小国研究飞机的么
87,回复@Runway34L:左右两个你没看到，我话说的没毛病
88,回复@阿川哥666:787上所使用的碳纤维增强的环氧树脂基所占结构重量比超过50% 由于其他合金比重大 如果换算成面积比例只会更大 4成的数据是哪里的没看到过
89,回复@阿川哥666:我说都是碳纤维了?我主题好像是壳子也是需要技术含量的吧
90,回复@Runway34L:4成是个大概的意思啊，楼主说是碳纤维的壳子，我说不是，碳纤维只占一定比例，不能把这个壳子叫做碳纤维的。懂我的意思了吗
91,回复@午夜后de疯狂:什么叫国产化，举个简单的例子。用美国的核浓缩，德国的外壳，俄罗斯的推动剂。组装出来的洲际核弹就是国产化技术！
92,高铁上还用施耐德的断路器，菲尼克斯的继电器。难道高铁就不是中国自己的自主产权？一群被洗脑的文盲，使劲的喷自己国家。为什么要以国外的为标准？我们自己也要做标准，以后大飞机C919就是标准！
93,可恶的是那些拿这事炒作的人
94,不停的造
95,回复@耶鲁学者:哪来的键盘侠？能不能请你离开我所热爱的祖国？？
96,回复@铛里个铛_Voodoo:是的 是的 能做出来就好 实事求是
97,回复@爱好不多兴趣广泛:那就拿英法德意来比吧，空客也不是法国独立研发制造的，是集全欧洲之力，政府大力扶持才做起来的。
98,不积跬步，无以至千里，我国在飞机制造行业有很大的进步了，向背后默默工作，为之做出贡献的劳动人民致敬，辛苦，谢谢。
99,中国制造必将再次腾飞
100,回复@小说迷淮南枳:拿这些国家和中国比 你脑袋瓦特啦
101,高铁刚刚上的时候多少人喷，硬生生的给喷成了世界领先！？我就想问下，你们身为中国人，却看不得祖国半点好是什么心态？
102,回复@耶鲁学者:组装起来卖到全世界去赚钱，你这种弱智叫唤啥呢
103,打飞机而已，吹的响
104,确实能把所谓的飞机壳子造出来就是很大的进步了，世界上能做到这一步的国家也不多，喷子们的点其实也可以理解，有的国家能跑，有的国家能走，有的国家还在爬，飞机这个领域中国算是从爬学会了走，别提中国起步晚什么的，这都是咱老祖宗自己作的。。。
105,能造卫星就应该能造飞机吧！有开头就会有进一步
106,你倒是回答问题啊 说一堆废话
107,不能记吃不记打，当年运十下马，不就是西方不希望中国自主拥有大飞机，然后勾结国内某些势力造成的结果吗，警惕这些势力又蹿出来整幺蛾子。
108,敢坐吗，领导带头经常坐吗
109,那些名校的学生都干嘛去了！！！学霸学神都给我出来造飞机啊！
110,新高度距离并不遥远，加油
111,波音空客自己造发动机？？？
112,面对喷子，我想说：如果要劳民，我愿意上，如果要伤财，我愿意交，中国强大要靠我们，可是强大之后，祖国又怎么会亏待我们，又从来哪里有亏待过我们？谢谢
113,波音的零件也不全部都是他自己公司制造的
114,哪里叫造了个壳子。。就说汽车制造业，用采埃孚变速箱的品牌很多吧？宝马能标榜操控那是因为人家的工程师调校有水平。。能造出c919就是工程师们有调校的技术了，现在都是玩全球化，还有闭门造车的思想真是够了
115,这就好比我们的国产手机，虽说处理器等用的高通等，但不可否认，确实是国产手机
116,啊对，胜不骄败不馁
117,感谢所有工作人员的努力，每次看到国家在进步都会特别激动特别开心。千千万万的炎黄子孙正在华夏大地上建设更好的国家，怎么能不开心不激动？我为我的国家自豪！
118,把中国制造变成中国创造！
119,说这话的喷子国家个人，连个壳子你们都造不出来，有什么资格
120,中国商飞免费给外国飞机技术打光告究竟是谁在利用谁谁获得更大利益？中航工业做为中国商飞出资方为什么不用中航工业的国产发动机为什么不用国产控制系统？是我们没能力制造么？这对我国飞机制造业公平么？
121,回复@黎离罹璃狸:有道理
122,回复@似是故r人来:材料和设计是重要问题，主要就好比扇叶材料不够好，无法承受那高温，毕竟我过工业确实落后国外，这没什么可争论的，而且很多技术国外已经形成专利壁垒
123,在看到国家的不足时，也请看到国家的进步。
124,回复@苏木然CC:919的新闻14还是15年都已经开始有了  那时候真心没有声明过
125,回复@黎离罹璃狸:直播的时候就说了是买的ge引擎啊，他要说飞机纯国产那是胡扯，可人家说的是国产率0.5，没有哪句不是实话啊
126,难道真的只是一个壳子？
127,你能确定你手上的任何一个高科技产品都只来自一个国家？还记得初中政治课上老师给我们讲中国加入WTO，什么叫WTO，都说宝马是德国品牌，但宝马身上的零件都来自不同国家，现在的苹果也是，芯片是三星的，零件在中国组装的，你为什么还叫他美国品牌？有这个想法的人回炉重造吧，中国教育体制的失败！
128,回复@苏木然CC:首先，40年前我们也不是最穷的国家，然后自主研发国产大飞机是国内媒体大肆鼓吹，而官方估计当时也是不明说引擎等并不是国产，给人一种含糊其辞的感觉，然后后来有人揭露引擎等核心技术并非国产后才引起这个话题的争论，纯国产其实不代表要全部都用国内零件，可是核心还要进口才是这个话题引爆的论点
129,回复@苏木然CC:就好比法国空客也是组装的，可是法国有自己的引擎地基，而我们是根本无法生产合适的引擎，两者的区别就是在这里，人家是真狠狠心还是可以实现全部国产，我们是确实无法达到
130,回复@黎离罹璃狸:既知耻也知足啊，40年前我们是这个星球上最穷最落后的国家，不知发生了什么就有人开始拿我们跟发达国家比了。希望你自己在进步神速时也能忍住别人的冷水哦
131,回复@苏木然CC:德国法国不行？或者你给我举例所有不行的国家？中国发动机不行本来就是事实，还非要扯到外壳，你不知道中国航天发动机因为改制造成技术研发上面的断层？航天方面不是大国根本无力研究，还非要扯到小国家，爱国不代表无脑爱国，技术上落后是必须承认的，知耻而后勇
132,回复@黎离罹璃狸:来，继续举例，世界上可是有近200个国家呢
133,有四大工艺就不错了
134,承认差距才有不断进步和提高的希望！如果啥都完美了，那怎么去追求进步呢？另外官方宣传一定要实事求是，基本的科普工作要做透做实，让吃瓜群众相信科学相信事实
135,懂的越少话就越多
136,有个问题，上游供货商涨价，配件跟你抬价，你中国商飞是不是要变大脑袋了？你以为是手机屏幕呢啊？全世界都能产，不用三星还有富士康？现在新闻媒体也是挺无知的
137,回复@苏木然CC:美国英国这些不行？
138,如果一件产品连一个铆钉的容错率都没有那他将十分危险，我苹果手机拆了再装回去有3个螺丝找不到地方装，现在还用了那么久，不懂多学，不要乱写好吗？
139,票价降不降，其他都是扯淡
140,回复@庐陵黔首Mr_Egg:行啊你自己在家糊一个吧省的国家又耗精力又花钱的了
141,回复@敬爱有仇:一看就是个毛也不懂的，真当是个碳纤维就多高级呢？碳纤维那么多种，有的自己搁家也能糊一个。无脑瞎吹
142,回复@唯美散文诗:世界上每3部苹果就有一部在河南组装的，难道这也算核心竞争力？我们哪里薄弱要承认，勇于追赶，而不是老吹牛
143,不用说别的，就说苹果零部件都是哪里生产的，要是那样说得话，苹果应该不算是米国的吧。
144,回复@稀土部队脑残粉:孩子，你tm是不是脑残？           我日你大爷的   老子不怕封微博
145,回复@西门吹雪3000年:说出来你可能不信，有的零部件我国就是给跪了，跪着承认比不了国外，以能接近国外一般水平为最高目标。至少我了解这么一个行业。c919上这类零件绝逼进口。不可能用国产的，因为造不出来性能好的。
146,我就不明白，国产大飞机上天，这不是应该举国欢庆的事吗？一帮键盘侠又开始打嘴炮了。对，没错，是有不少核心部件不是中国造的，那有怎样？光壳怎么了？我就觉得大飞机很漂亮，能飞上天很了不起。不服气的，你倒是发愤图强，为祖国造个大飞机的核心部件啊。我一定为你点赞！
147,回复@耶鲁学者:大家不好攻击他，这是我的儿子，它会乱咬人，最近学会了微博便开始乱咬人，希望大家不要介意  我会慢慢教他重新做人的
148,承认没有很多核心技术和核心部件制造能力就对了，不是说造个壳有错，一步一步走没错，而是要讨论一下这么多研发费用就造了个壳，其中多少钱喂了多少狗？另外媒体粉红5毛别瞎吹尼玛老公抱！
149,微博评论让人成长。通过这些评论树立自己的三观是最重要的。要充分肯定已经取得的成绩，要正确面对自己的不足。我的祖国，加油！
150,引行
151,回复@范云-:心疼层主
152,回复@耶鲁学者:这是杜勒斯派来的吧
153,回复@耶鲁学者:丢人的喷子
154,引擎都是进口的谈啥国产，我们要求的不多，只要一个心脏
155,回复@黎离罹璃狸:对 没有别的办法 偏偏努力的路上 居然有这么多自己人在扯后腿 简直令人发指
156,回复@林疋Linya:主要是国外工业的封锁和已经形成的专业壁垒，航天梦只能说路漫漫其修远兮，一代人赶不上那就再扑上一代
157,这次的调调不错
158,回复@耶鲁学者:sb
159,回复@黎离罹璃狸:航天不仅仅是技术的问题了，还有国家投入，不是大国想都不要想。我国现在做的已经很让人欣慰了，至于将来什么时候赶上的问题……乐观估计我们这一代没准就能看见。
160,回复@狐逸之:说实话，航天梦这条路比核武难多了，小国像朝鲜伊朗都能研究核武，可是航天飞机哪有小国去研究
161,🌚这么说吧，人的器官是在母体就形成的，是不是生出来后，那个人就不是一个独立的人了？？？而只是母体的傀儡？？？？？
162,主要是你们媒体吹的太厉害  估计中国商飞也没想让你们这样报道。。。 人家也想一步一个脚印的脚踏实地的发展
163,回复@黎离罹璃狸:骚年，文化对于人真的很重要。说多了我也是对牛弹琴，就一句话懂就懂，不懂就算了，每台发动机相对其他发动机都有推力公差，如果没有同步仪，在放开支架的一瞬间飞行器就会翻滚。
164,回复@梦想的拼图:你确定只是飞上天而已不考虑控制等各种考虑真的很难？现代飞机确实对空气力学和材料学要求很高，可是如果不考虑这些把火箭竖起来然后是在火箭周围装几个引擎只说上天而已确实不难吧  上天后遇到气流的也不考虑了   就能算上天1000m马上掉下来也算上了天了吧
165,回复@Ricky7727:你以为我不知道嘛
166,回复@Love高晟:该更新一下知识库了，另外男士圆珠笔头也只有日本德国少数几个国家造的出来那
167,回复@峰翘楚:智商堪忧，找你美爹的F35去吧
168,回复@绿叶上的虫92107:不是不耐用，是废品！发动机转动起来核心温度很高，中国目前为止造不出来！请问中国能造出美国全球鹰一小时打遍全球那样的发动机吗？
169,中国，加油~继续奋斗~
170,那些说只造壳子的人，你们到时候可别不坐啊
171,经济全球化，分工合作才是王道，关键是掌握核心科技。
172,大家都是博采众长，这个非要说成民族大义。
173,回复@黎离罹璃狸:还发动机，那你说说有几个发达国家能造这个壳子
174,回复@黎离罹璃狸:我说的有点专业，你可能没明白，这些都是飞上天的要素，差一个都不行，你以为飞行靠动力就行？如何产生力？如何让“力”成为“有效动力”带你上天？你的火箭光有动力，是飞不上天的，只会在地面翻滚被“力”撕裂。回到我的评论，我只说了“给个发动机”，你加上了“动力”，那我就加上了“哪来的动力”
175,回复@油爆枇杷伴着面:我去，，这么奇葩，，，，，最近这些喷子质量问题很大啊，，，都该回炉回炉，，上点培训，
176,回复@绿叶上的虫92107:他连全球鹰和使用超燃冲压发动机的一小时打遍全球计划都分不清。还有啥好说的？那呆子一直以为F35是中国的呢。。
177,回复@耶鲁学者:能不诋毁自己的国家吗！身为中国人我们不知有多骄傲
178,回复@花里胡哨ts:哟哟哟，又一个无脑舔，你们难道都只会一句话么？！而且还狗屁不通，质疑有问题就是叛国了？要科学家干嘛，直接靠你们舔就行了，高层都糊弄，你们还舔还护，指望坐等别人退步好让我们领先？！爱国能清醒点么？
179,回复@Tyrion_Nianain:你要觉得你外国爸爸好，那你去啊
180,我昨天组装了一台机器，硬件全是最先进的，我想我掌握了计算机和操作系统的核心技术，少特么逼逼我啊，硬盘是中国产的，机箱也是中国的，操作系统的出厂地点也是中国，我特么爱国完了！
181,回复@梦想的拼图:我只说动力够强可以上天，你信不信动力够强我设计成火箭一样都能上天，直说上天哦，别的我没说
182,回复@耶鲁学者:快把微博名字改了吧。改成学渣
183,回复@花里胡哨ts:因为没你们无脑舔啊，靠你们舔什么都能上天
184,回复@墨之铭:哪有一架飞机是一国生产的
185,不造的话永远都造不出飞机，哪有一下能全部国产化的？
186,回复@紫曜羽同学:还有陆丰，论创新我只服这俩公司。。。坐等无脑舔到达战场
187,回复@kanglian421:众泰
188,一步一步走，只要在前进的路上就是很棒的
189,一步一步来，总有一天会全国产。
190,能上天就行，喷子怎么不上天
191,回复@范云-:依然一楼，嗯，键盘是快，可惜没你脑子快，语文功底不好，看不完看不清看不准别人的话，就速度的正义制高点装了一把逼，种菜好像确实是核心技术，非洲兄弟笑了。韩国举国进步，好歹捐金捐银，你做了什么？美国举国进步，好歹全民监督，你做了什么？书都没读好，装什么，就会玩点小孩子把戏，好厉害！
192,回复@耶鲁学者:哈哈哈哈哈哈哈 替你捉急
193,回复@油爆枇杷伴着面:层主的意大利面没吃成
194,对对对，你们说的都对。中国造的不能坐。空客也不能坐320有总装工厂在天津，水平安定面、垂直尾翼、机尾段模件等等大量部件都是中国造的。波音也不能坐。。波音从734.747到787都有大量关键部件都是中国造的。
195,回复@Tyrion_Nianain:谁让你舔了，生产了一个大飞机都来喷了，以前没能耐造，现在有能耐了喷子倒来了，毕竟这只是第一步，一口吃个胖子真的好吗？请勿再言，毕竟飞机不要你造，哪有键盘打的快
196,回复@谷米-御剑江湖0912:哈哈，好了，有问题不能说，说了就是敌人，嗯祖国发展果然是你们舔出来的！也难怪精英都跑掉了，我要是能移民我还跟你废话？坐着笑看你们把中国舔上天！你帮不上忙就算了，还要糊弄一群人自欺欺人，挺好的，继续夸，有问题我们也无脑舔，反正我们也不解决问题，舔就好了，中国哪特么有贪官？天朝盛世！
197,回复@Tyrion_Nianain:你干脆移民算了吧！
198,回复@峰翘楚:天呢你别回复了，你这是在秀知识下限啊，你看他们几个笑的
199,措辞，创造不是制造
200,回复@山谷农庄:国家的发展是不会因小失大的.不能因为你一个人的利益没有尊重你而当误祖国的发展吧.
201,回复@潮流听我:幼稚。社会的发展有其自身的规律，就像一个人一样每个人都有每个人的优势特长。如果没有尊重人的环境怎么可以造出好东西。再说制造出什么产品更应该遵循本身的规则而不是模仿和求大 。
202,现代文明，人类共建共享。
203,我就问，喷子可以上天吗？
204,回复@谷米-御剑江湖0912:你就继续骗你自己吧
205,回复@稀土部队脑残粉:掌握了之后你该喷啥呢
206,不吹不黑，实干兴邦
207,回复@耶鲁学者:狗屁你交那点税和他八竿子打不着
208,回复@丨丨幻丶:老铁这话没毛病
209,回复@稀土部队脑残粉:给你喝两桶汽油，你能当发动机是咋的？神他妈智障，五星级厨师还他妈得会种地？好像给你个发动机你他妈就能拼个飞机是咋的？
210,回复@油爆枇杷伴着面:全球鹰计划是以各地驻军为基础形成得，，而不是美国本土飞机飞来，这点你要搞清楚，美国本土起飞一个小时就能到中国，中国还发展个毛线军事，伸头让人砍就是的了
211,回复@稀土部队脑残粉:你这个名字很诚实…脑残就不出来乱逛，小心被打死
212,一开始就说国装大飞机就好了。省的现在解释的嘴都瓢了。
213,这个东西最重要是性价比，全球采购配件便宜过购整机就可以了，
214,这话没毛病，辽宁号刚下水也有特多人酸，结果现在脸疼难耐
215,回复@峰翘楚:发动机理论大家摸得都一样，，不一样的是材料，好么，国外对材料保密对于原理只要能出口保密，，国产不是不能用，而是不耐用，如果作为短期目标可以用，，长期使用不行，材料，，材料，，材料，都在摸着石头过河，，
216,回复@云风飞杨-i:学会组装是第一步啊，以后再慢慢进步，一步一步来，这有什么好喷的
217,回复@唯美散文诗:苹果是自己设计，真正自己技术。你的飞机买人家零部件，再以一个小时多少美元学怎么组装的。（公开的报道哦，我们工程师去对方学，以每个小时算钱的哦！不是我编的）这叫掌握核心技术？你去电脑城买一堆零件，然后商店教你怎么组装，你就学会做电脑啦？
218,加油干吧！
219,回复@耶鲁学者:耶鲁学者？ 你好意思起这个名字吗？
220,回复@小时光-旅行:圆珠笔笔芯造不出就已经代表了不行
221,回复@换个视角看微博:然而火箭没有翅膀，我动力够强可以保证上天啊，别的我就不能保证了，我也只说动力够强可以上天
222,回复@黎离罹璃狸:现在讨论的重点是在“飞起来”，不是在讨论有多大的动力…就比如一只鸟，就算给它装上一颗熊的心脏，力大无穷，但没有翅膀和羽毛一样飞不起来；造飞机的核心技术其实就是翅膀羽毛的设计和加工工艺；不是随便拿几个铁块，装上发动机就能飞上天的
223,回复@耶鲁学者:哪里都有这个人
224,"回复@黎离罹璃狸:骚年有勇气呀，那你打算用涡喷还是涡扇？推重比多少？轴流还是平流?用几个涵道？推进流程打算开D还是STB?直流供油还是交叉？底高压涡轮分别开多少？没发动机飞不起来，光有发动机也飞不起来，拼在一起那才叫实力。不好意思，我辅修的是RU Aerospace Engineering,而且已经在中国大使馆档案报备了"
225,回复@溜达猫小兰:主要是还是大量出口  这种行为真的不会被子孙指着坟头骂吗以后
226,回复@黎离罹璃狸:最气人的就是稀土的应用。本来这东西中国产量最多，结果应用的最差。还被逼着低价出口。更气人的是加点稀土就好了的做法也大大限制了国内的材料研发。欧洲这边没稀土用，研究了各种奇技淫巧来提升普通金属的性能，再加上稀土厉害到没边儿了
227,中国造没毛病，反正把零部件都提供给我我让它飞不起来。
228,回复@黎离罹璃狸:歼20不是有一架已经用上ws15了吗 不急 只要追 就能追得上
229,回复@耶鲁学者:U can U up  no can no BB
230,回复@实在编不出名字了:我说了读书使人进步，不知是谁坐井观天固执己见。
231,回复@Patrick_66:读书使人进步你以为是你的手机壳，这个壳也是不亚于发动机技术的核心技术之一。这个地球上你找不出第四个国家能造出你所看不起的壳子了。
232,回复@野鹤之恋:飞机产业非常复杂，现在国际化下很少会说有自己国家全部生产的，只能说有没有能力生产，像法国有最核心的引擎和外壳技术，人家应该有能力拼装出一部纯国产，我们现在是确实无法达到，因为引擎
233,回复@黎离罹璃狸:也就只有空客吧？当然一架飞机的产业是庞大的，不可能只有两个厂家，总组装也只有空客一家
234,回复@耶鲁学者:劳你啦？伤你财啦？我们中国人愿意！关你屁事！
235,回复@唯美散文诗:cpu  gpu等核心都是自己的吧？没有自己制造，只是成本的问题
236,回复@林疋Linya:空客的引擎有法国的
237,回复@黎离罹璃狸:所以波音的引擎也不是美国的。。。
238,回复@黎离罹璃狸:发动机的主要问题在材料，这个在美俄是绝密，几乎是需要用类似穷举法来试的东西，不仅仅是技术更需要时间的积累。这个关口是制造业王冠上的明珠，要是突破了意义堪称放了原子弹
239,为我的祖国感到骄傲
240,回复@黎离罹璃狸:国产引擎不是不可靠，只是寿命低而已。那么多战机都用的国产引擎，不也照样用吗。
241,无知是多么可怕 初中政治都白学了吗？
242,回复@小时光-旅行:可是事实就是航天发动机中国还真不算好，这个不可否认的，这个主要是在我党的某些官员英明领导下导致研究断层
243,回复@黎离罹璃狸:有时候也要看清楚事情，中国工业才多少年？美国和欧美工业多少年？国产汽车发动机也没有你说的这么差，零几年可能是不怎么好，现在你敢说差？
244,回复@范云-:能把壳子造好就是本事
245,回复@农家猪大叔3s:好比空客发动机是买的，可是法国有产发动机的公司，拼起来也算法国货了吧
246,回复@黎离罹璃狸:没看懂你的逻辑
247,回复@墨之铭:造了个壳子？总体设计与集成以及工艺的进步超级重要的好吧。耳边仍响起中国掌握圆珠笔笔尖工艺的欢呼声
248,键盘强国的人好多呢呢呢
249,回复@梦想的拼图:还真能😂 😂 😂 动力够强就可以啦
250,引擎就是發動機吧，呵呵
251,回复@实在编不出名字了:您接着做梦
252,回复@吥哩吥哩左卫门:你这话题扯远了，现在不是在讨论外壳承受撞击能力的问题，是讨论外壳及外形对其最基本功能的影响；车的最基本功能就是在路上移动，飞机则是在天上飞；车就算没有外壳，也不管外形是什么样子，只要有轮子，装上发动机就能移动；但飞机如果没外壳，没机翼，就算给它装最好的发动机也是飞不起来的
253,回复@换个视角看微博:汽车壳子也很复杂的。要经过各种撞击试验的。单从撞击讲，设计就很复杂，要有足够强度，还要能吸收足够的撞击力量，不能把撞击直接传递给乘客。
254,C919反正上天了，麻烦键盘侠以后也上天去喷✈️
255,主要是飞机发动机啊。
256,还是那句话 能飞起来已经不错，其他慢慢补。
257,回复@裤兜妮:简直神评！必须赞一个👍👍👍
258,回复@耶鲁学者:瞧不起自己家人，可又无力摆脱是一中国人的事实，只能在这吃里扒外尽说风凉话，这种感觉可不可悲，无不无奈?
259,回复@pptrain:高铁也是人家的技术
260,回复@墨之铭:按步就班、稳步前进、逐渐掌握，中国高铁列车就是这么一個成功先例
261,回复@峰翘楚:发动机能造出来，，，材料科技低，造出来不耐用，容易出故障，无知
262,回复@油爆枇杷伴着面:不管是大飞机，还是战斗机，关键是发动机！！！发动机中国造不出来，这是事实必须得承认！
263,回复@大白鸟_dreaming:好好，你厉害了，中国飞机最厉害，不要搞研究了
264,回复@爆炸的两个小丸子:1.技术研究需要投入我同意，但是研发肯定会考虑未来用途，不然怎么做技术指标对比。 2.中航工业多家企业已是波音空客的供应商，有的也被评为优秀供应商，而且在越来越多的领域参与世界民机的研制
265,回复@换个视角看微博:引擎是飞机的心脏，心脏都还不如手和脚重要？
266,回复@云风飞杨-i:他们学会，回到国家，在教其他学员，你觉得这不划算么，，，
267,回复@散发萬丈光芒的男人:我们工程师去美国学的，每个小时按美元算钱的。（公开的新闻报道）。给我一堆原子弹零件，再教我怎么组装，我当然能造出原子弹嘛！最多你学一个月我学一年啦。
268,回复@月影之龙:给你个光板，你自己往上面点零件，
269,回复@散发萬丈光芒的男人:你拼不回去说明你没研究过，给个显卡cpu多少人都会攒电脑，航天航空的这些人能没学过拼装么
270,知道什么是国际分工么各位
271,你买个对房子我嘲笑你砖头是自己烧的么
272,"在自己没有先进的技术前,是值得借鉴的。"
273,回复@实在编不出名字了:(⊙o⊙)哦(⊙o⊙)哦，原来这样，谢谢亲
274,回复@蚂蚁牙可白:没那么简单，尤其是飞机发动机，就算拆开来，很多部件和制造工艺国内水平都跟不上，说白了，你知道怎么做，也做不出。所以近几年都在大力发展这个。
275,回复@稀土部队脑残粉:友军对不住，面全让狗吃完了，现在又要咬你了，拦都拦不住
276,支持
277,集成全球优质资源做好产品
278,回复@花儿别开:能够一个国家单独完成的只有中美两国，空客是欧洲几个国家一起搞的。
279,回复@稀土部队脑残粉:就这一个拼装，你在这地球上现在找不到第四个国家可以🙃
280,喷子没上过高中地理课吗 ？飞机制造业本来就是全球化生产后组装  波音也是   别的国家已经制造出来好用的东西我们为什么必须得自己制造 ，，又不是导弹卫星 核武器 。。全世界大部分人都是用相机都是佳能 尼康 索尼 美国也是如此 不是说造不出来 而是没有必要。
281,也就是说你中午吃饭炒的菜，不一定非得你自己种的， 照样能吃，只不过菜是超市买的，炒的好吃就行。
282,加油！网友只是希望祖国更牛！
283,关键是别老TMD把自主两个字写上行不行，或者你自主生产什么写清楚，老TMD干这这种事情
284,回复@割草机_Brutal:苹果的存储颗粒不是自己设计的，不是自己制造的，是纯粹的进口，没有一点专利在手上的
285,回复@唯美散文诗:进口和代工是不一样的，不是黑c919，就想给你解释一下
286,苹果是美货吧，存储颗粒三星的，屏幕也不是自己的，指纹方案也不是自己的，soc都是三星台积电产的，因为苹果没有能力做14nm以下的soc，这个世界上有人质疑苹果不是美货吗？苹果就是个壳子？难不成是韩货？
287,回复@Alex_朱韬武:我的意思是千万别坐
288,回复@乐_半生:其实波音空客的零件也不都是自己的呀
289,加油，今日实践，明日之崛起！！！
290,回复@范云-:看评论吓得我都不敢问了
291,和那些说超算cpu不是国产的一个套路，超算里比cpu关键的东西多了去了，总有人喜欢跪着。
292,这种涉及到机械和工业设计还有高端技术还有人无脑喷的，都是没读过书，你有本事你去设计唉，说来说去还不是自己无能，自己没读过书过得不好
293,我去搞了半天，我最关心的发动机技术居然还是进口……@人民日报
294,天天逼逼叨的，给你个原子弹的零件你能拼的起来啊？小时候拆家里录音机安不上挨打都忘了？
295,家住安徽 活了二十多年 前段时间第一次出远门去贵州参加朋友婚礼 在这种几乎全是山的城市  隧道高架 极其偏远的小村庄里水泥路都修的平整坚实 不禁让我感叹中国人真的好牛逼 用了短短的几十年发展成这样 我为我的祖国骄傲
296,回复@稀土部队脑残粉:随手举报，多读点儿书吧，坐井观天
297,回复@稀土部队脑残粉:看到大家都在骂你我就放心了
298,回复@耶鲁学者:你他妈的有毛病吧，滚出中国好吧
299,不理解明明是我们国家的荣誉有些人就是看不下去
300,务实，一步一步脚踏实地的前进。比天天吹牛世界第一要更强。
301,病态的社会，总有那么多喷子
302,回复@耶鲁学者:又见这个外国雇佣的狗汉奸
303,回复@小粉蛆:嘴巴那么臭，一定吃了不少屎吧
304,回复@墨之铭:其实，借鉴国外的先进经验没错，全球化采购也没错。可你偏偏说，是你自主创新，研发设计制造的，还口口声声说高国产化率，…这就有点不要脸le吧？实事求是就好。小粉红，共青团的最近又安排任务来斗了？论嘴炮，键盘侠谁人能比得过小粉红，共青团的人，天天组织战斗，造舆论，斗公知…意淫出了新高度
305,回复@溜达猫小兰:心疼你智商，这是客机啊！打什么仗
306,回复@谷米-御剑江湖0912:还是心疼下你自己的那点儿智商吧，连个比喻都看不懂…保持住你的沾沾自喜，打仗的时候在买不到发动机自己又造不出的情况下用爱国心把飞机壳子喷上天。今天不看清科技差距的危机，明天国产飞机引擎就是下一个汉芯。
307,@Alex_朱韬武 @于吉松Victor_Clarinet @melodyxu-
308,人空客十几个国家参与提供部件 波音也是 民用航空不仅仅是引擎 温控 气压 机身强度都得跟上 哪有这么牛逼一次性全部国产化的😅 全国产那不是大家都没得合作了吗
309,这就是一个很好的开始。
310,回复@耶鲁学者:看到这么多人骂你我就放心了
311,不是不能造，主要是造出来的零部件比现在市场卖的会贵，所以干嘛花那时间花那钱～
312,回复@小粉蛆:你也只配当蛆了，你能干什么？你干了什么？
313,支持，谁不是一步一步走过来的，起飞是多少失败换来的，只有那些工程师，设计者清楚，不做永远落后，知耻而后勇，师夷长技，我们才能更强大，才能不被欺负！
314,能上天就是好事情，最起码我们看到了进步！喷子们，现在是全球化，不是自己玩，好不好！你心心念念的苹果手机是美国人自己生产的吗？如果是，你确定你能以这个价格拿到吗？别你丫的，看不起我大中国！看得起谁，就跟谁一起玩，我14亿华夏子孙不缺你一个！
315,说得对，要继续加油
316,回复@地主家的傻小子丶:误伤友军啊。一个意思啊。
317,回复@周朴心:你买手机是看屏幕好坏？不是看系统？苹果之所以发展的这么好，完全是因为系统研发的成功，如果制造一个东西连最核心的东西都是用别人的，那么和空壳子有什么区别？拿别人的东西东拼七凑罢了
318,回复@蛋总就是干:按照美军的想法是可以的
319,回复@波浪理论达人:发动机装在板砖上你说板砖能飞吗?
320,一天就知道叭叭的，你可以拿你的键盘设计一下
321,回复@范云-:海尔空调用的是三菱的电机，是海尔的空调好还是三菱的空调好？苹果手机用的是LG的屏幕，苹果好还是LG好？
